comment,replies,date,user_name
You had a lot of interesting and valid points. I've read #GIRLBOSS and I really liked it. I love anything that empowers and motivates people.,[],2020-01-15T15:30:08Z,@rowanelessar5892
Man I swear this video hit it right on the head. I always thought there was something odd with this type of person that people try to emulate.,[],2020-01-15T07:07:03Z,@asukayin6487
"This was wonderful and had great points! Please, though CW for depictions animal abuse. I was not expecting that clip and I was not prepared to see it. Still, a very good and salient video (:",[],2020-01-15T05:34:30Z,@lousielouise8716
"Neither men nor women can ""have it all."" You can either do one or two things really well, or you can do several things, but you'll do them badly. Make your choice.",[],2020-01-15T03:17:57Z,@michellechouinard4958
"Kind of implies male bosses in fiction are all nice fellows and that portrayals in fiction should be ideals, some sort of educational Sesame Street model characters for how all adults should behave, for adult audiences.",[],2020-01-15T03:04:32Z,@petitio_principii
how did no one tell me linsday ellis is doing a series here!,[],2020-01-14T23:16:51Z,@bilong92
The Financial Diet and Lindsey do a collab!,[],2020-01-14T20:52:09Z,@mariosblago94
"Hi, I enjoy this video, just like all of the content from TFD.  However, I wasn't expecting to see an image of a cat being boiled in a pot.  I haven't seen Fatal Attraction, so I didn't know that was coming.   I'm usually not sensitive to violent imagery, but animal abuse really disturbs me.  The clip was very sudden and unexpected in an otherwise innocuous video.    Thank you for all the wonderful, topical, and informative content you create, and I humbly request that you warn viewers before showing potentially upsetting imagery.   I know I'm being ""that person"", so thank you for your patience and understanding when considering my comment.","[""I think it's a rabbit, isn't it?"", ""@@tugger Yes, I think you might be right.  I got to thinking later that it could have been a rabbit or even a puppy, but I didn't exactly want to go back to check.  -_-'   :P""]",2020-01-14T14:59:15Z,@leslieturner1385
"I’ve always said that a woman CAN have it all, just not at the same time!  There’s nothing wrong with that either, you shouldn’t sacrifice one for the other. But more men need to step it up to take more responsibility at home if the woman is working.",[],2020-01-14T13:46:27Z,@j.bean8672
What an awesome change of host!  I've watched your material for  years and still glad to see new stuff,[],2020-01-14T13:19:22Z,@Vanyel_K
This is such an awesome series! i love it,[],2020-01-14T02:46:18Z,@tsubaith
Looking forward to more episodes from you!,[],2020-01-14T01:01:45Z,@beatriceengman4916
"6:55 ""Individual Contributor Roles"" = non-manager providing their own labor = proletarian",[],2020-01-13T14:34:58Z,@TreetopCanopy
"Not every one  can be, or needs to be in a high-status leadership position to be a strong and worthwhile woman and family and outside-work life should be able to work for women, since it clearly works for many men. But with everyone having so much difficulty moving up in the workforce choices about jobs both are and feel very stark and terribly unjust sacrifices feel necessary for women and everyone else.  Even well before my own generation, I see just so many women who are CLEARLY wired for management and really driven who never get there.  I have no trouble seeing the wage gap and the glass ceilings and sticky floors.  Meanwhile, this whole evil female boss fear is this deeply chilling doom mindset, no mater how we rig our work/home balance. The struggle to feel boss-level control cuts accross all sexes and stripes and creeds, since work is so precarious in general and is a trap for women in particular (and in particular anyone dealing with compound oppression from other stigmatized identities).  The metaphor that seems most impactful here is the one of reality TV, where competition is cutthroat and people struggle simply to remain in the game.  Is there anyone in today's entertainment fiction making it work to have even a little of everything, nevermind having it all?  The possibility seems restricted to TV shows no newer than the 80s.  By all means mention any current TV girl workers who overwhelmingly make it work like that, but I really don't see it.  It's become hard to immagine. And that scares the shit out of me.",[],2020-01-13T08:23:58Z,@myragroenewegen5426
LOVE this!!!!,[],2020-01-13T05:28:57Z,@savannahb3249
Shared on ever platform I have - THANK YOU for this.,[],2020-01-13T05:13:26Z,@ErinThePsychicWitch
I freaking love Lindsay! Good choice!,[],2020-01-13T02:25:20Z,@Mel2023.
"I'm a simple woman, I see Lyndsay Ellis's name, I like the video",[],2020-01-12T21:05:36Z,@monicacreator3168
The #girlboss narrative is very limiting and reductive to the complexities of what women who want to pursue their dreams as well as want families go through.,[],2020-01-12T18:53:15Z,@dorcaswg5726
"Welcome! I'm glad to see you here in a shorter format. Your videos on your channel look interesting, but I've never watched one because I don't have 30 minutes. I look forward to the next few weeks.",[],2020-01-12T18:31:35Z,@stenarospcc
This video is my fight song,[],2020-01-12T18:12:51Z,@TheJadedJames
"I watched this yesterday and was kinda whatever about it, mostly because I already knew most of this and I didn't really know any of the people/shows referenced. Then an ad for the Vogue editor's masterclass came up on the next video I watched and she seems so collaborative and nothing like the depiction in Devil Wears Prada. And I was like... OOOH that's the point. Thanks for making this! Clearly even those of us who 'get it' need to hear this sometimes 😂",[],2020-01-12T15:57:33Z,@SamanthaRichardsonWP
"I loved loved loved this video! I got married pretty young at 22 and my husband and I have always been equals in every sense of the word, jobs, chores, (cooking not so much because he doesn't like it but he does the dishes), and just in general the way we treat each other with respect. At one point, I made more money than he did and I know some men are very intimidated by that but he was very proud of me and we just continued to move forward. I think that if a woman wants to start a relationship it is important for her to find someone that will truly respect her and if the relationship feels unequal in any way, you both should talk about it. We can have it all: money, relationship, career and kids. You just have to find the right person to have that with ❤",['sadly most women dont have men like yours . you are blessed'],2020-01-12T15:35:26Z,@TheWannabeTexan
i LOVE this perspective of analyzing how art informs social perspectives!,[],2020-01-12T06:47:03Z,@ipsilonia
Great video!,[],2020-01-12T06:28:00Z,@Seaninbabee
Shout out to talking about minorities and health.,[],2020-01-12T01:04:37Z,@confidenceseeker3479
Thank God I found this channel,[],2020-01-12T00:56:24Z,@confidenceseeker3479
Omg the girl boss mug is perfect.,[],2020-01-11T19:49:39Z,@ccraneem7894
Definitely clicked this video because I thought it would be trashing MLMs again :D,[],2020-01-11T19:23:26Z,@KarisFaith316
"👏👏👏 such a good vid. I’m tired of people (esp fellow women) label men in power as ambitious, charismatic, career driven but female of power as a b***. We need more women uplifting over women. Men didn’t get into position of power by themselves, they did it by uplifting other men.",[],2020-01-11T16:54:46Z,@Patternlogic
This was so amazing,[],2020-01-11T01:34:49Z,@TASHITE
"My only issue in this video that it took slight jabs at men as if they are main reason why female bosses have such a bad rep in America.  If a man have those toxic qualities, he'll be a bad boss too!  It's our society and our anti-family culture in the work place that makes this crap so pervasive in the work place.  Businesses trying to be super competitive to make short term profits without ever giving a damn will lead a long term downfall.  This heartless business culture often include policies that offshore jobs, decreasing job stability, and lack of government investment in social programs.  As a society, we need to be better and strive to be bosses as  good human beings and not become a greedy evil POS.",[],2020-01-10T23:30:44Z,@doggydude4123
This is why it's better to work remotely or online only.,[],2020-01-10T23:24:26Z,@cartooncottage2024
Love this,[],2020-01-10T19:42:22Z,@bobochoa8297
Lindsey!!!,[],2020-01-10T17:27:42Z,@mauricioorozco4833
"Nonsensical fallacies: Men vs. Woman. Let's ignore the personal utility involved in making individual choice in regards to choosing family over a career by over generalization  of the wage gap myth. When in doubt, feed the emotionally driven narrative popularized by mass media propaganda posing as entertainment based in reality. It's fiction, folks. How many of you believe that married couples actually slept in separate beds prior to the 1960's? Stupid is as stupid does.",[],2020-01-10T16:00:57Z,@bourgeoisbarbie7734
"""...unmaternal....""

I can almost taste the disdain.  I'm a mom and it enrages me that women are always reduced to their maternal traits.","['Are men reduced to their manly traits?', ""@@RonJohn63 yes, and it's a patriarcal concept as well so i don't know where you are trying to get at..."", ""@@miaumiau679 given our sexual dimorphism and close genetic relation to two other sexually dimorphic and patriarchal species (chimps and gorillas) *could it be* that we've got so many patriarchal concepts because we're a patriarchal species?"", '@@RonJohn63 ok, so, let me analyse this.\nyou believe there is sexism against men (you pointed this out in your first comment)\nbut on your second comment you justify this sexism by making an appeal to nature argument.\nWhat do you really believe in?? Like, do you think that sexism against men is justified because of nature? Or do you believe that sexism against men is wrong but you still want to live in a patriarchal society??', ""@@miaumiau679 the second theory is what most of the men that make sure to #NotAllMen really think; all the guys I know that work against sexism don't feel the need to exclude themselves from the priviledge narrative because they recognize it as it is.""]",2020-01-10T14:06:10Z,@Mimi-cq4bg
It is more difficult to work for a female boss than a male boss because usually the female boss is more aggressive. They have to be more aggressive than males need to get to the same position as the male boss.,[],2020-01-10T14:02:51Z,@cdorothy444
This was such a waste of my time.,[],2020-01-10T12:08:09Z,@andreasamudio7272
6:22: This is incredibly generic advice on Amoruso's part! :D,[],2020-01-10T11:25:15Z,@MateDrinker33
"A lot of today’s ‘girl bosses’ aren’t winning in life, they’re just surviving. Or these girl bosses have husbands who make the real money and they are just doing little projects and posting them on Insta! 
Or they say they are entrepreneurs  but that’s code word for unemployment. ‘Side hustles’ is today’s way of saying a second job. So many people on social media lack credibility with the advice they provide.","['Exactly! Ive been thinking about this because I want to quit my job and start my own business but Im afraid of giving up a stable income for a constant hustle or multiple side gigs.', 'Shelby Steele get your business going BEFORE you quit', 'Thank you']",2020-01-10T09:14:58Z,@yaya14every81
Ummm... did you even watch Devil Wears Prada?,[],2020-01-10T08:38:21Z,@natashachenkov1850
👏👏👏👏👏👏👏,[],2020-01-10T04:11:37Z,@ojiverdeconfleco
LOVE Lindsay here! My favorite channels together,[],2020-01-10T01:46:38Z,@rebeccaslobodticov
Fatal Attraction 🙌🏽... available on Hulu,[],2020-01-10T01:11:22Z,@segourneysavery5126
This was so interesting to watch!! I'm looking forward to the rest of this series!,[],2020-01-10T00:37:04Z,@AngelaBonanza
LOVED THIS VIDEO!!!!!!!! Very enlightening. I've been getting hit with such amazing content since the new year and TFD always delivers.,[],2020-01-09T21:36:08Z,@SessalliO
"I feel like this video is missing a good takeaway. Yes, the term is problematic. And...?","['feel the same way.', 'Yes. I am trying hard to draw conclusions from the video and I failed']",2020-01-09T21:15:52Z,@trackee2024
I'd love to see those management and job progression stats broken out into age groups and the age groups of those in charge. I'd love to know if this trend weakening with more progressive generations that might veiw women differently than those that were in charge of our business institutions when boomers where on the rise.,[],2020-01-09T17:43:47Z,@ApeWithPants
She got me at the end,[],2020-01-09T15:04:31Z,@NenaKPlans
"""With Lindsay Ellis""
Me: *GAAAHHSP* OMGGGG!!!!",[],2020-01-09T14:04:09Z,@hibak8196
This is the best thing to happen to YouTube since Lindsey’s video on GoT 🔥🔥🔥,[],2020-01-09T13:19:25Z,@DaniAlexandria
Wow so accurate,[],2020-01-09T13:03:38Z,@MrsClaireYAP
"Oh I love this!!! It's my thoughts worded perfectly! Never even understood why we can't just call ourself a boss, but need to keep the girl (not even woman!!) in. Ugh.","['i also find it infantile to call yourself a ""girlBoss"" What are we ? 5?']",2020-01-09T09:45:24Z,@katrijnhendri7595
"Damn, I was on board until she took a turn down ""intersectionality lane"" and started demanding that ""capitalism"" give a CEO position to LGBT, trans,  underprivileged women as if society owes it to them. Ugh.",[],2020-01-09T05:06:49Z,@SteveSStepp
"There you are, Lindsay!",[],2020-01-09T04:16:56Z,@motherofpax
"I am a white Canadian mom.  When I think of who is probably the best balance of what a true Girl Boss ought to be...I think of Michelle Obama.  She can probably run a country, stay on budget, make dinner and remind us to brush our teeth...while touching up her hair after her daily workout.  I was once told if I wanted to succeed, don’t marry, don’t have kids.  In the current reality, those things are the trade offs.",[],2020-01-09T04:09:32Z,@KissesFromCanada
Where are these under-performing male paternal figures? We gotta hunt them down and have a vigorous discussion about how they can contribute their full potential to their familial relationships.,[],2020-01-09T03:32:19Z,@jeremycohn691
"This was awesome! One great example of embracing the new feminist boss in media is the show, ""The Bold Type."" They always talk about these dynamics and I love how the characters explore the issues without claiming to know all the answers.",[],2020-01-09T02:55:17Z,@lshardy1up
"Loved this video and the examples used, I couldn't help but nod my head throughout.",[],2020-01-09T01:40:10Z,@caryn1158
Thumbs down for the gender studies class terminology.,[],2020-01-09T00:57:03Z,@stephenb7704
I just discovered and subscribed to Lindsay a couple of weeks ago. I'm delighted to see her on FD this month.,[],2020-01-08T23:53:24Z,@saltycrunch
"This was an awesome, well rounded discussion...and kudos for doing your research on Living Single/Half n Half...I always looked up to Maxime growing up (binge watching asap)",[],2020-01-08T23:45:40Z,@susiq1121
This video is so important!!!!,[],2020-01-08T21:03:47Z,@corinnedodenhoff8207
👑,[],2020-01-08T20:52:53Z,@AceHardy
"I want to be successful but I also want a normal life to be a mom someday, n I genuinely feel like I could be able to do both. Hope anyone wanting this too gets to as well some day💖",[],2020-01-08T20:35:29Z,@emilymeza9241
"Interesting thoughts. Since the term was coined by a vintage clothing online seller,  and I think, as a fellow online vintage seller myself, the term has become fun, endearing, and inspirational for me & many of us in the reseller community, as we can see how Sophia built something big, at doing what we do. I always felt the term applies to us, and I don’t think about it in any other context.",[],2020-01-08T20:32:49Z,@NordicMango
"I slammed that like button when Lindsay brought up how women now work as much as men, but are still doing most of the child rearing and unpaid household labor.","[""It's *your* fault for not beating your boyfriend/husband every time he slacks off."", 'Emm... no?\n\n\nThe pay gap exists precisely because women work less hours than men\n\n\nAnd women are the primary receivers of welfare on account of children, society has several safety nets for women precisely because of childcare \n\n\nAlso, werent ""Strong &independent"" women refusing or delaying childbirth?\n\n\nWomen have decreased their traditional maternal duties but still receive the traditional maternal benefits, and men also do house chores now and we can tell they are not really hard, but lower marriage and childbirth rates means they are doing work and house chores for themselves, thats just regular self responsibility and has nothing to do with gender', 'Well ya big surprise there', ""@@GinHindew110 women work less hours because the do more house chores, according to statistic data in this video. Gender shouldn't matter there, yet it still does. (Althoug I do think it's a personal life choice. I work two jobs and my house is a mess, but both me and my bf live in a mess and just don't care most of the time. He cooks sometimes because he likes to cook, I prefer to eat out or to make a very simple quick dish).\nAlso, how do women receive maternal benefits when they decide to not have children or delaying childbirth? In that case they just work as much as men and don't have any additional benefits."", '@@banu0245 most women work less hours because of kids.']",2020-01-08T20:14:34Z,@MaddyBlu9724
This is exactly what bothers me about gone with the wind too,[],2020-01-08T19:59:07Z,@SexyBakanishi
I love that you mentioned characters from Insecure and Living Single!,[],2020-01-08T19:21:27Z,@NikBrown4
"I was so shocked to find out that Half and Half was in the same universe as Living Single 

I was like nice Maxine and Kratos",[],2020-01-08T19:10:27Z,@rmeddy
I'm so glad we get to hear from Lindsay and this video was a fantastic start (and twist!) for the host change in TFD. The topic was amazing and so well addressed. More please! :D,[],2020-01-08T18:57:25Z,@TilaShe
Thank you for bringing Livng Single into this. I feel seen.,[],2020-01-08T18:38:58Z,@jmitc37
Cannot like this enough. I love the ending where you discuss human behavior in capitalism aka dehumanizing others by “stepping on” them to get ahead in your individual career and also love that you talk about how individualistic girlboss culture is.,[],2020-01-08T18:31:01Z,@urujsheikh9279
"Since so much of the care-work is done by women, you usually won't find a sucessful woman with children. Angela Merkel would never had made it to the top if she had children to care for.",[],2020-01-08T18:27:23Z,@solidstate9451
I have been listening to Lindsay for a while now. I actually discovered her on The Financial Diet.  Happy to see you on this channel Lindsay! Looking forward to seeing more.,[],2020-01-08T18:04:02Z,@nathalie3654
"My biggest problem with #girlboss is how forced on women it seems. I don’t really want to be an entrepreneur or high earner, yet I constantly question this because of how much it’s trending.","['Bre Thinks I don’t think the #girlboss thing was made to make all women feel like they have to be entrepreneurs/high earners, I think it was made to empower those who want to be and remind us that it’s possible', 'GlamGoddes101 I agree that it wasn’t the intention of #girlboss but it does seem like a result.', '@@GlamGoddes101 I disagree, I think that\'s entirely the message - in precise parallel to the model of ""success"" presented to men, but with added, um, issues.\nThe entire value system of capitalism is about rising up in the hierarchy of money, power, ""success."" This justifies the position of those in power as being, of course, the result of their being ""successful"" at whatever they did that got them there in the first place (never mind that in the vast majority of cases, it was successfully being born to a family with pre-existing wealth/power).\nThe entire point of ""aspirational"" messaging is not about ""empowering"" the viewer to rise in the hierarchy; it is the nature of hierarchies that the number of available positions on the higher levels is much smaller than on the lower, so there\'s only so many people who can be realistically ""empowered"" under any circumstances. Rather it\'s to keep us clawing and competing against each other for those limited spots, accepting the narrative that ""success"" is correlated with ""merit,"" and above all else never questioning the hierarchical arrangement in the first place.', '@@dwc1964 exactly!', ""Thank you well said. Like there so many people who don't really want to become rich but they want the attention or can't think for themselves. Its okay if you don't have the same dreams as someone else be genuine to you and what makes you happy. Just buy a house or land and live life how you want to. Geez everybody think they want to become rich and wealthy but don't know why.""]",2020-01-08T17:54:01Z,@amateurastronomer9752
"I loved that you referenced Molly's character from ""Insecure"".",[],2020-01-08T17:39:40Z,@kemiebear
I'm seeing Lindsay fucking everywhere and I love it,[],2020-01-08T17:34:37Z,@MelOneHalf
One of my fave youtubers on my favorite channel?? Thank you Queens,[],2020-01-08T17:11:01Z,@crybaby_claire
"People needs to stop with that lame ass friends nostalgia and get on Living Single, the original.",[],2020-01-08T16:57:01Z,@Qeengish
Made in Dagenam had a better portrayal,[],2020-01-08T16:29:36Z,@mathieuleader8601
Ooh! A collaboration between two of my favorite channels.,[],2020-01-08T15:34:59Z,@onlyinsomniac
No mention of Hilary Clinton? When I think of a real life girl boss other than Anna Wintour I think of Hilary....oh yeah and Oprah...hey most of the examples were of fictitious shows.,[],2020-01-08T15:13:23Z,@spiritualcosmeticss
Great content! Love the research and clear points. Go Lindsay!,[],2020-01-08T14:47:19Z,@Melissa-uw2dk
"Living Single has a spin-off called ""Half and Half""!? WHY AM I JUST LEARNING ABOUT THIS! I NEED TO SPEAK TO THE MANAGER!","['""Ok Karen, calm down. He\'s on his way...even though he\'s going to tell you the same thing 😒""\n\nLol', '@@marij5589 Brilliant!']",2020-01-08T14:38:43Z,@alarcon99
Love the video! Adore Lindsay! But can we talk about the mug?? Where can I get one? <3 <3 :D,[],2020-01-08T14:12:41Z,@kristinastelze7654
“these sure are....a thing” 😭😭😭 right,[],2020-01-08T13:43:12Z,@emilynicole9278
"In Germany, a high ranking politician recently appionted only men into his new department. When questionned about this, he said ""I picked the most compenent candidates"" and many people actually believed him.
This sententiment of women=incompetent is such a cancer for society.",[],2020-01-08T12:58:15Z,@halfbloodprincess989
"I love that everywhere I turn now I see Lindsey Ellis. No, really. I love it! Keep it up! I crave your work",[],2020-01-08T12:55:33Z,@AngelLozadaBlindNun
"This was great! I'm happy to see this girlboss issue addressed. It's not the kind of career success I want for myself, even though I have ambition. Let's build a better, cooler blueprint for ourselves!",[],2020-01-08T11:56:25Z,@MariannesStudio
Yay Lindsay!,[],2020-01-08T10:40:34Z,@IrisBeloved
"Sounds offtopic, but this is why I hated the ending of Star Wars Ep IX...",[],2020-01-08T10:34:37Z,@isabelasabbatini4431
A very sober analysis that addresses the issue that many people have been ignoring. Big thanks for this video!,[],2020-01-08T10:22:42Z,@raquelr.700
Yay!,[],2020-01-08T09:14:43Z,@clarinamascarenhas7499
"Lindsay Ellis on TFD? 
WHAAAAT
YAS YAS YAAAAAAAAS (I haven't even watched it yet, but omg im so excited)",[],2020-01-08T09:13:03Z,@andreborba7979
"Sees Lindsay Ellis: likes before watching 💛
Excellent take on this trend! I love Lindsay as much as I love Chelsea.",[],2020-01-08T09:04:02Z,@yourmovementmama
"Awesome it's nice to see a new face on TFD! There is a fine balance between balancing career and family. I remember I had a female boss who was also head of department in a male dominated job who was a demon, everyone hated her and the men resented her",[],2020-01-08T08:48:22Z,@lavayuki
Yay Lindsey Ellis!!,[],2020-01-08T08:41:06Z,@dreamof_me
"sad we’re getting less Chelsea, but love Lindsay’s new show!",[],2020-01-08T08:36:05Z,@Shelleebeee
"Keep that girl boss agenda on the hush otherwise you will attract mostly feminine let’s-split-the-bill type of men. Keep your goals to yourself and work in silence. Otherwise be old and lonely, or with a feminine man that could never protect you like nature intended. Idk who needs to hear this, but it’s ok to not always be so independent",[],2020-01-08T08:10:58Z,@cirquedumaiquel
Lindsey always delivers. So glad we're going to get her on this channel for a bit!,[],2020-01-08T07:48:02Z,@PogieJoe
"WhY aReNt ThErE mOrE wOmEn CeOs. 

Peak capitalist feminist America.",[],2020-01-08T07:10:17Z,@scotthendricks5665
Great start to the series!! Lindsay is so good.,[],2020-01-08T06:46:46Z,@airemay
I like it! Lindsay's style reminds me of Daniel O Brien from Cracked.com,[],2020-01-08T06:29:42Z,@Neverbeher
"I wish there was closed captioning for these vids. Still a very informative video, thank you",[],2020-01-08T06:20:57Z,@chasingthefame
This was awesome! I'm glad this called out capitalism and white patriarchal supremacy in a way that was concise and made a lot of sense. Not what I was expecting when I clicked on the video but I am SO pleasantly surprised! Will be reading Ellis' book soon.,[],2020-01-08T05:55:14Z,@erinoquindo8211
I love living single - Khadijah was the epitome of everything to me. I didn’t know half and half was a spin off.,[],2020-01-08T05:23:41Z,@killabarbie4923
I love seeing Lindsay here!!,[],2020-01-08T05:14:03Z,@laurenvorreiter544
Somehow this video led me to buy Awoken,[],2020-01-08T05:12:19Z,@taniajuan
Lindsay Ellis!,[],2020-01-08T04:58:01Z,@vickylikesthis
"yes, yes to the Living Single reference 👌🏾",[],2020-01-08T04:56:22Z,@79thakidd
"Woohoo! Looking forward to this series Lindsay, love you girl!",[],2020-01-08T04:23:55Z,@gabriellebullinga5377
Beyond impressed you referenced Living Single and that minority women were included in your very well-delivered discussion. Keep it coming 😊,"['Yes!! I was pleasantly surprised.', '+', 'Thank you for your feedback !', 'I completely agree @Hey Kita Hey! That was a pleasant and much needed surprise!', 'Agreed.\n\nAlso, I did not know that Kyle and Maxine were in a spin-off. Now I have to find ""Half and Half""!']",2020-01-08T04:07:26Z,@user-hq6gt6wr9k
I love Lindsay E 💕✨ it’s crazy how I’m subbed to both of you guys ✨,[],2020-01-08T03:49:31Z,@thotcrimez4252
What an epic colab!,[],2020-01-08T03:47:47Z,@kittenswithbows
"You may some really great points. Thank you. 

But Omg truly. Stop it with the cisgendered, heteronormative bullshittery. Please talk about the MANY ways women have responsibilities,  and demands and hopes and needs OUTSIDE of career that REALLY matter to them. Quite outside any issues about ‘the patriarchy’ [TM!]. 
Men. Don’t. Birth. Children.  Really, they don’t. 
It makes a fucking difference.","['My Nontraditional Life trans is EVERYWHERE. All out of proportion to their actual numbers; to the point where we now have young people  choosing to ‘transition’ prematurely and because of gender dysphoria and other psychological issues; and those who ‘transitioned’ and are now deeply regretting their physical mutilations, etc etc. The notion that trans people are under-represented today is risible. It’s an overhyped and frankly barely understood phenomenon which has become a clichéd cultural cause celebre, and threatens to lead vulnerable young people deeply astray. \nLike I said....can the cisgendered nonsense when dealing with the issue of women’s issues in the workforce. It’s not. relevant.']",2020-01-08T03:38:26Z,@dorothysay8327
OMG ! This is a dream !!,[],2020-01-08T03:02:34Z,@gtd2712
"Love this so much! I love to support women but i hate to see women trying to play life in the way men-built-extreme capitalist-groups of power have been doing by stepping on everyone, i mean im not going to judge them because we are all trying to make our way through life somehow, but i would love to see it happen in a much more “feminine” manner, meaning being softer and more thoughtful and embarrassing all this good characteristics of “women” also i do kinda hate the you have to be professionally successful or rich to have a good life, it’s pretty toxic...","['@@MyNontraditionalLife yeah i know thats why i used "" "" in feminine and women']",2020-01-08T03:00:34Z,@babybluebabyblue
"I know there are a million comments about this but THANK YOU for the diversity of this topic by simply including characters that don’t all look the same. Especially since I can tell it was thoughtfully done and not just thrown in for cool points. 

Anyone who can make a Living Single reference is alright with me 😊",[],2020-01-08T02:40:30Z,@bee_bee75240
"So many great shows and movies mentioned, I wanna watch now!!",[],2020-01-08T02:27:43Z,@Lavida-melody
I just loved it! I'm sharing it with all my friends! This month if off to an amazing start! Welcome Lindsay and thanks!,[],2020-01-08T02:23:09Z,@vanessas8325
Beautiful piece!,[],2020-01-08T02:07:44Z,@battigiadorata
Thats great content. You're doing great. Look forward seeig more from you.,[],2020-01-08T01:58:39Z,@sabineisrael
"I feel like this is a crossover of some of my favorite YouTube shows, so cool. Also a great point!",[],2020-01-08T01:53:20Z,@dummyinblue
"Maybe it's just me but I have never cared about the fact that my significant other made more money than me. Because what she makes, contributes to the house,that may be a bit collectivist but I'm a strong believer in the it takes a village mantra.",[],2020-01-08T01:14:36Z,@marcelrobinson
#beagirlbosswhilealsodismantlingpatriarchalcapitalistpowerstructures,[],2020-01-08T01:14:06Z,@bookingforewordtoit
Don't ever leave Lindsay,[],2020-01-08T01:09:53Z,@ITalkToPixels
I love your YouTube channel Lindsey,[],2020-01-08T00:56:32Z,@matchalatte5415
Such a stupid pointless video,[],2020-01-08T00:40:41Z,@rockintherae
"Wait, hold up. Half &Half was a spin-off!?",[],2020-01-08T00:38:24Z,@KrisRN23935
LINDAY ELLIS?????!!!! I'M LIVING,[],2020-01-08T00:30:59Z,@ohlazyoh8835
Thank you!!!! 👏👏👏👏👏,[],2020-01-08T00:29:06Z,@lisakohly2768
"Chelsea replaced? Nope. It’s going to be a painful month , but I appreciate her presence and new perspective at TFD, the style is also very similar which is great, since it’s a “replacement” -for now.. good choice and Thank you for the content.",[],2020-01-08T00:28:14Z,@virginialean5802
"Princess Weekes? The Mary Sue got in there, too?",[],2020-01-08T00:25:59Z,@crazykenna
"I think the fallacy in this video is super common. We hear over and over again that we can do career or family. But as someone who wants to delay family until later in life and also doesn't give a fuck about contributing to capitalism as a source of meaning, I felt excluded. Ladies, it's okay to love neither - there are so many other things to love in life! For me I've found so much fulfilment in starting my own vintage reselling business (hardly a career, more of a hobby), making art, and spending time with people I love. Your most fulfilled life might not look like that, but there are many boxes to check outside of kids or work. (Obviously I get that those things demand our time, just saying we don't have to make them our main focus of value)",[],2020-01-07T23:58:16Z,@missmelodies52
Cheers for the Living Single mention!😎🤩,[],2020-01-07T23:49:45Z,@lydiab.717
Thank you,[],2020-01-07T23:47:43Z,@millelex
Love this! Great video and take on the term girl boss! I find the term cringe worthy!,[],2020-01-07T23:37:18Z,@tinas1642
"Women need to get out of the workforce asap. They're not suited for it emotionally, and worse it's cut wages in half. It takes two working parents to have the same level of household income only one parent did in the 70's, which is leaving children in the hands of babysitters, smart devices and worst of all the public school system. And that's not even mentioning the abysmal birthrates, too. Women on average, you're happier in the home! There's no shame in going back!","['are you an idiot? why are you blaming bringing women into workforce for cutting wages in half, this has no logical sense.']",2020-01-07T23:34:26Z,@heli0s101
YESSSS LINDSAY ELLIS! 🥰,[],2020-01-07T23:27:20Z,@KristenPimley
"The real question is, where can I watch Living Single?? Cuz that is the kind of media I am HERE FOR.

Also, Lindsey Ellis is fantastic. A+ collab!","['Katie Behrens All episodes are in Hulu', 'Omg I wanna watch it', 'Katie Behrens it’s a great show!!! Enjoy!']",2020-01-07T23:20:00Z,@kmbehrens14
"Something I think needs to be added to this conversation is the value of family! Capitalism has told us that you're only valuable if you're monetarily valued, but actually I think we need to fight that too. I'm a woman who one day would LOVE to stay home and be a Mum... I don't think that is less valuable than being a #girlboss.","['SAME. It took losing my job and taking myself out of the ""rat race"" for a whole year to figure out my true priorities to realize all of this. I mean... I knew these things already conceptually, but it took being unemployed (not by MY choice) to finally drive home the message. I\'m hoping to start my own business, do that for a few years, prove to myself that I can start something on my own and be semi-successful at it (success as defined by MY metrics) and then figure out a way to be a stay at home mom (I\'m currently nannying to pay the bills until my business is up and running, but the mom I work for is also a stay at home mom who\'s using the time I""m there  with her kids to start her own businesses). How cool is that? No reason why we can\'t be worthy and valuable in all phases of our lives.', ""Mothers and teachers are ESSENTIAL for us as a species. The fact that teachers are so underpaid and motherhood isn't seen as a job at all is what needs to be fixed. The solution to this macho culture is education! Teach boys the value of women and to appreciate the importance of a balance between rationality and sentimentality in both men and women."", 'Amen.', ""Maybe not, but if you live in a capitalist society it is a precarious position to be in, one that society seems to be fine with women being in. Don't work, don't save, just trust that he won't leave you high and dry. The fastest growing demographic of the Australian homeless population are older women, many of whom had broken or limited work history and who never got to build financial independence."", 'Yes! feminism means supporting ANY decision that women want to choose for themselves - whether that’s to be a stay at home, to go far in their career, or both, or entrepreneurship. I don’t understand why some people think that women choosing to be stay at home moms is a bad thing, like that woman is choosing to do what she WANTS to do and I’ll support anyone who does what they know is best for themselves!']",2020-01-07T23:18:23Z,@ElizaCocoful
Always a fan of Lindsay Ellis! Very excited to see her series on TFD,[],2020-01-07T23:05:58Z,@emmadenton1826
So awesome! I love Lindsay!! ❤️,[],2020-01-07T22:59:50Z,@lady_stog
"What is this? A CROSSOVER EPISODE?!?!?! I freaking LOVE this!! You're awesome everywhere, Lindsay!",[],2020-01-07T22:50:49Z,@rebekahbradleyray8932
